ID,SUBS_ACTIVATION_DATE_KEY,REVENUE_TOTAL,REVENUE_VOICE,REVENUE_DATA,TRAFFIC_DATA,MARKET_KEY,MOU
407,4/18/2015 0:00,0,0,0,0,ODE,53.75
408,6/17/2015 0:00,1350.384,1072.705,0,0,DON,194.833
409,5/31/2015 0:00,55.536,55.536,0,0,DON,21.583
410,2/10/2015 0:00,2288.429,908.07,750.894,165.776,KIR,425.617
411,8/22/2012 0:00,341.384,156.562,0,0,ZPR,74.667
412,7/4/2012 0:00,0,0,0,0,ZPR,59.384
413,12/17/2014 0:00,479.33,292.679,119.509,6.632,DON,81.25
414,8/14/2013 0:00,2170,313.241,972.831,955.854,DON,69.484
415,7/28/2012 0:00,384.268,377.768,0.25,0.014,DON,116.151
416,9/15/2012 0:00,0,0,0,0,DON,1.717
417,1/23/2012 0:00,334.72,332.81,1.91,0.105,KHR,233.966
418,11/30/2011 0:00,1168.679,79.509,26.67,1163.772,SUM,500.032
419,3/12/2015 0:00,648.829,434.186,214.643,135.848,ODE,222.032
420,6/13/2015 0:00,22.196,22.196,0,0,KIR,144.667
421,5/30/2015 0:00,4248.144,167.946,4044.483,227.994,ODE,308.2
422,9/17/2015 0:00,184.822,150,0,0,ODE,105.667
423,9/16/2012 0:00,0,0,0,0,ODE,90.917
424,2/3/2015 0:00,226.964,226.964,0,0,ODE,550.601
425,6/20/2015 0:00,137.17,0,30.027,1.665,ODE,16.767
426,5/28/2012 0:00,239.848,0,239.848,1340.527,ODE,6.383
427,11/1/2012 0:00,62.786,52.071,0,0,ODE,70.866
428,2/14/2015 0:00,501.241,0,242.312,25.017,LVI,57.717
429,9/17/2015 0:00,596.759,596.759,0,0,LVI,44.25
430,5/14/2015 0:00,1283.357,388.643,64.857,402.166,ODE,1205.383
431,8/15/2015 0:00,418.482,418.482,0,0,ODE,357.25
432,9/9/2012 0:00,1536.118,741.474,750.894,89.406,CHG,269.867
433,8/7/2012 0:00,178.482,46.205,0,0,IVF,73.783
434,3/30/2013 0:00,1098.367,851.402,0.536,0.029,IVF,105.401
435,11/27/2012 0:00,1015.179,47.25,0,1929.671,DNE,94.2
436,1/14/2015 0:00,414.107,401.607,0,0,DNE,117.134
437,5/20/2015 0:00,974.412,566.027,348.385,46.17,ODE,550.617
438,12/1/2014 0:00,233.572,0.536,0,0,ODE,51.333
439,7/30/2015 0:00,130.884,80.723,42.125,336.447,ODE,11.3
440,9/10/2012 0:00,208.821,196.821,0,0,ODE,299.233
441,9/1/2015 0:00,178.572,178.438,0.134,0.046,DON,23.117
442,1/13/2015 0:00,328.768,267.768,0,0,DON,1842.484
443,6/26/2015 0:00,2129.421,1969.277,117.286,6.497,DON,280.049
444,3/30/2015 0:00,591.964,0,591.964,0,DON,0
445,4/15/2015 0:00,776.518,589.018,0,0,DON,355.833
446,12/31/2012 0:00,1070.884,1046.384,0,0,DON,368.416
447,9/25/2012 0:00,312.5,0,312.5,12.726,IVF,0
448,9/15/2015 0:00,761.429,761.429,0,0,ODE,135.533
449,6/9/2015 0:00,0,0,0,0,ODE,54.3
450,10/18/2012 0:00,166.67,32.741,0,0,ODE,13.95
451,5/28/2015 0:00,24.464,10.179,0,0,ODE,1.017
452,6/13/2015 0:00,929.313,839.955,7.214,0.4,ODE,153.816
453,6/7/2011 0:00,1768.09,1725.34,0,0,KHR,721.567
454,7/13/2015 0:00,0,0,0,0,KHR,4.85
455,2/27/2012 0:00,471.544,465.294,0,0,KHR,501.467
456,6/23/2011 0:00,16.964,16.964,0,0,KHR,6.9
457,8/10/2015 0:00,558.143,534.009,0.134,0.062,KHR,182.566
458,6/26/2011 0:00,0,0,0,0,KHR,12.634
459,6/24/2011 0:00,327.884,321.634,0,0,KHR,757.533
460,12/12/2011 0:00,446.474,446.474,0,0,SUM,135.066
461,12/30/2014 0:00,0,0,0,0,SUM,24.35
462,10/14/2011 0:00,1163.152,624.902,0,0,ZKP,241.483
463,12/31/2011 0:00,205.331,205.331,0,0,ZKP,60.333
464,6/18/2014 0:00,391.991,141.991,0,0,ZKP,28.217
465,12/4/2014 0:00,738.394,702.679,0,0,CHG,581.483
466,6/30/2015 0:00,1170.589,215.232,0,0,CHG,243.151
467,7/9/2012 0:00,714.206,695.956,0,0,CHG,453.666
468,1/12/2012 0:00,487.107,117.464,369.643,233.633,KHR,78.133
469,2/1/2012 0:00,466.768,466.768,0,0,KHR,175.167
470,4/1/2012 0:00,0,0,0,0,KHR,30.05
471,8/29/2015 0:00,544.615,115.151,417.857,3074.268,KHR,89.183
472,9/2/2015 0:00,52.473,52.33,0.143,6275.622,KHR,12.617
473,8/12/2015 0:00,377.661,369.625,0,0,KHR,67.5
474,11/4/2011 0:00,296.116,41.652,0,0,KHR,25.4
475,8/19/2015 0:00,932.027,853.455,0,0,KHR,418.1
476,12/11/2011 0:00,161.616,149.616,0,0,KHR,30.017
477,10/29/2011 0:00,195.947,186.866,9.081,1.24,KHR,69.567
478,10/20/2011 0:00,1380,124.643,0,0,KHR,235.033
479,12/31/2011 0:00,706.402,676.152,0,0,KHR,363.6
480,8/16/2015 0:00,5105.534,3512.678,1022.321,3199.334,KHR,375.866
481,9/13/2012 0:00,161.705,56.348,0,0,KHR,127.834
482,1/19/2012 0:00,659.859,355.304,304.555,16.881,KHR,76.15
483,12/31/2011 0:00,356.25,356.25,0,0,KHR,85.432
484,12/28/2013 0:00,0,0,0,0,ZKP,7.766
485,12/24/2013 0:00,307.947,307.947,0,0,ZKP,135.8
486,2/6/2015 0:00,2743.878,799.42,1773.028,98.39,SUM,794.417
487,3/7/2014 0:00,40.598,40.598,0,0,PLT,6.933
488,1/31/2013 0:00,840.045,833.795,0,0,KHR,203.633
489,12/23/2012 0:00,18.571,18.571,0,0,KHR,22.133
490,4/6/2014 0:00,0,0,0,0,KHR,0.9
491,7/9/2015 0:00,21.054,20.982,0.071,0.004,ODE,319.667
492,9/9/2015 0:00,259.411,144.821,0.304,0.017,ODE,325.617
493,11/9/2013 0:00,267.86,0,267.86,0,KHR,0
494,5/7/2014 0:00,1334.114,1334.114,0,0,SUM,442.201
495,6/8/2015 0:00,301.464,264.732,22.446,1.246,ODE,499.701
496,9/21/2012 0:00,1661.098,566.651,1050.697,237.167,ZPR,575.734
497,10/7/2012 0:00,920.356,384.643,0,0,ZPR,179.233
498,3/2/2014 0:00,390.928,11.464,0,0,DNE,14.7
499,7/19/2015 0:00,17.321,4.911,12.411,2.594,KIR,0.5
500,10/20/2012 0:00,24.107,24.107,0,0.312,ZKP,3.917
501,10/24/2012 0:00,225.446,225.446,0,0,CHG,16.833
502,12/23/2012 0:00,0,0,0,304.325,CHG,0.6
503,7/25/2015 0:00,8.339,8.339,0,0,SUM,4.634
504,12/2/2012 0:00,322.964,322.964,0,0,SUM,1026.383
505,9/13/2012 0:00,291.437,291.437,0,0,CHG,67.116
506,9/4/2012 0:00,326,8.839,272.518,258.635,CHG,7.95
507,9/30/2015 0:00,2.455,2.455,0,0,CHG,0.25
508,11/7/2011 0:00,405.446,405.446,0,0,KHR,64.4
509,5/23/2014 0:00,474.2,0,474.2,40.305,ZKP,0
510,3/13/2012 0:00,1370.062,20.143,1.134,436.626,KHM,1343.517
511,10/6/2014 0:00,369.152,369.152,0,0,ODE,277.984
512,6/20/2013 0:00,910.946,9.5,6.804,5181.502,DON,851.466
513,9/20/2012 0:00,728.527,728.527,0,0,DON,220.884
514,7/22/2015 0:00,355.733,25.062,105.67,19.614,ODE,55.4
515,6/16/2015 0:00,516.348,508.982,0,0,ODE,102.451
516,12/3/2012 0:00,2686.536,1204.223,1234.098,68.536,KHM,624.167
517,7/26/2013 0:00,413.437,6.295,246.428,637.92,ZPR,59.583
518,9/29/2015 0:00,228.661,87.589,141.071,27.156,ODE,19.417
519,9/20/2014 0:00,449.982,170.518,129.465,0,DNE,46.05
520,8/14/2014 0:00,160.67,37.991,122.679,785.159,DNE,12.5
521,10/24/2014 0:00,1013.043,771.972,0,0,DNE,316.684
522,5/27/2014 0:00,43.661,43.661,0,0,ZPR,27.35
523,9/4/2015 0:00,871.875,670.089,0,0,ODE,189.351
524,1/29/2014 0:00,68,18,0,0,ODE,4.283
525,1/29/2014 0:00,1683.972,919.688,0,0,KIR,528.85
526,8/13/2015 0:00,0,0,0,0,ODE,0.8
527,3/26/2015 0:00,867.812,199.509,0,0,ODE,920.35
528,7/9/2015 0:00,178.572,124.821,0.179,0.01,ODE,1019.501
529,6/21/2015 0:00,26.786,0,0,0,ODE,0
530,7/18/2015 0:00,108.795,108.795,0,0,ODE,12.184
531,6/16/2015 0:00,44.464,44.464,0,0,ODE,67
532,7/14/2015 0:00,127.902,5.491,122.411,138.456,ODE,34
533,6/27/2015 0:00,88.929,37.143,51.786,357.547,ODE,37.283
534,8/5/2015 0:00,1043.437,862.187,0,0,ODE,421.5
535,8/8/2015 0:00,0.134,0.134,0,0,ODE,5.084
536,7/26/2015 0:00,330.089,330.089,0,0,ODE,166.5
537,8/31/2015 0:00,749.562,62.714,686.848,2697.854,ODE,200.916
538,8/26/2015 0:00,170.178,163.036,0,0,ODE,47.133
539,7/11/2015 0:00,333.795,333.795,0,0,ODE,122.032
540,3/17/2015 0:00,341.223,317.223,0,0,ODE,883.334
541,3/11/2015 0:00,1136.437,411.437,0,0,ODE,579.45
542,7/30/2015 0:00,202.09,0,178.58,7.342,ZPR,0
543,1/30/2015 0:00,975.795,258.75,717.045,71.797,DNE,246.268
544,9/15/2015 0:00,44.643,44.643,0,0,ODE,64.183
545,3/8/2015 0:00,213.884,29.062,184.821,325.867,ODE,85.95
546,2/23/2015 0:00,0,0,0,0,ODE,0
547,5/15/2014 0:00,3061.258,878.036,1416.963,2825.781,DON,1511.1
548,1/22/2014 0:00,698.205,492.455,0,0,DON,316.15
549,11/30/2014 0:00,331.875,7.768,243.75,0.046,ODE,474.101
550,12/29/2014 0:00,632.456,392.277,0,0,ODE,1335.233
551,11/2/2014 0:00,553,550.536,2.464,0.137,DNE,184.851
552,9/24/2014 0:00,517.268,498.125,0,0,ODE,107.416
553,11/2/2014 0:00,380.223,380.223,0,0,ODE,231.233
554,1/11/2014 0:00,70.759,20.759,0,0,ODE,359.367
555,4/8/2014 0:00,12.5,0,0,0,KIR,2.483
556,1/12/2015 0:00,14.27,0,0,0,KHR,0
557,7/23/2014 0:00,94.35,0,94.35,8.464,DNE,0
558,7/12/2014 0:00,0,0,0,0,KHR,151.5
559,12/9/2011 0:00,27.608,15.268,0.34,0.019,KHR,617.233
560,11/19/2013 0:00,1369.714,1369.714,0,0,KHR,292.568
561,12/20/2011 0:00,547.098,547.098,0,0,KHR,244.266
562,10/5/2011 0:00,0,0,0,0,KHR,2.916
563,8/2/2011 0:00,1064.286,1.643,0.143,488.498,KHR,214.9
564,1/29/2013 0:00,550.62,464.66,0,0,KHR,64.4
565,4/29/2013 0:00,1085.732,1085.732,0,0,ZPR,445.717
566,5/10/2012 0:00,547.71,535.71,0,0,KHR,349.516
567,1/28/2014 0:00,1211.081,700.866,491.965,245.382,ZPR,132.75
568,6/3/2014 0:00,1540.061,223.553,1291.508,1389.186,ODE,172.9
569,6/3/2013 0:00,1592.67,699.81,0,0,KHR,478.8
570,10/27/2011 0:00,1207.043,513.91,620.813,522.754,KHR,387.016
571,8/1/2015 0:00,357.15,0,357.15,80.411,KHR,0
572,8/18/2013 0:00,923.259,917.009,0,0,ZPR,194.317
573,8/14/2013 0:00,883.543,883.526,0.018,0.001,ZPR,1082.1
574,6/17/2013 0:00,361.74,361.74,0,0,ZPR,241.999
575,10/2/2014 0:00,589.911,538.125,0,0,ZPR,342.349
576,5/25/2013 0:00,724.197,724.197,0,0,ODE,896.3
577,8/29/2015 0:00,32.723,6.83,25.893,0,ODE,0.85
578,5/22/2013 0:00,684.956,613.527,0,0,ODE,551.949
579,3/15/2012 0:00,170.839,170.839,0,0,ZKP,203.484
580,1/18/2012 0:00,1546.305,640.947,699.108,115.688,ZPR,403.433
581,6/5/2012 0:00,212.848,126.241,0,0,KIR,140.716
582,4/19/2012 0:00,546.223,494.437,0,0,KIR,303.267
583,9/7/2015 0:00,178.509,178.509,0,0,DNE,14.783
584,2/21/2015 0:00,0,0,0,0,ZPR,244.333
585,7/16/2013 0:00,727.053,721.473,0,0,ODE,227.082
586,7/14/2013 0:00,0,0,0,104.208,ODE,75.217
587,7/18/2013 0:00,558.839,219.554,250,0,ODE,154.801
588,9/9/2015 0:00,356.143,355.197,0.946,0.347,DON,59.4
589,7/10/2013 0:00,350.223,103.794,246.428,0,DON,272.783
590,7/31/2013 0:00,0,0,0,23298.062,DON,0
591,6/21/2012 0:00,712.741,598.045,114.697,6.36,NIK,1061.167
592,10/11/2013 0:00,0.982,0.982,0,0,DNE,0.516
593,1/1/2015 0:00,388.268,157.839,0,0,DNE,85.733
594,10/15/2013 0:00,314.552,245.802,0,0,DNE,186.417
595,4/2/2015 0:00,301.919,16.205,0,0,ZPR,13.6
596,9/26/2014 0:00,200.179,100.179,0,0,KHR,59.233
597,9/5/2013 0:00,9.411,4.527,4.884,0.515,KHM,1.916
598,10/11/2013 0:00,510.402,174.688,0,0,KHM,145.05
599,5/26/2015 0:00,624.643,597.857,0,0,ODE,296.35
600,8/15/2013 0:00,982.652,872.545,0,0,ODE,1121.716
601,12/10/2013 0:00,655.161,655.161,0,0,ODE,1820.933
602,3/3/2015 0:00,979.045,971.902,0,0,ODE,94.433
603,9/7/2015 0:00,2200.421,1207.5,11.92,0.66,ODE,131.485
604,10/10/2013 0:00,25,0,0,0,ODE,0
605,9/10/2012 0:00,1460.081,347.581,1062.5,1240.01,DON,142.9
606,11/26/2013 0:00,897.366,897.366,0,0,ODE,634.05
607,9/2/2015 0:00,178.438,178.438,0,0,DON,21.667
608,6/20/2013 0:00,1180.626,740.447,440.179,0,DON,583.95
609,4/5/2014 0:00,9.821,9.821,0,0,LVI,5.2
610,9/7/2015 0:00,267.857,0,0,0,DON,0
611,11/7/2013 0:00,314.294,54.768,259.527,784.436,DON,245.784
612,11/6/2012 0:00,649.17,637.17,0,0,CHG,631.416
613,3/14/2013 0:00,0.134,0.134,0,0,DON,195.417
614,9/7/2015 0:00,267.759,38.661,229.099,467.191,ODE,319.267
615,9/2/2015 0:00,401.742,334.777,0,0,ODE,371.767
616,3/4/2013 0:00,996.644,505.206,448.295,1622.527,DNE,1233.632
617,4/5/2013 0:00,1128.393,41.786,0,102.01,ODE,913.084
618,9/25/2012 0:00,0.893,0,0,0,DON,0
619,8/26/2015 0:00,104.831,104.42,0.412,0.062,LVI,14.018
620,8/13/2015 0:00,1071.509,9.009,0,3.976,DON,1244.733
621,4/15/2015 0:00,4792.509,4207.794,476,26.997,DON,1580.932
622,4/27/2013 0:00,27.402,1.321,18.938,7.036,ODE,86.083
623,12/10/2012 0:00,1058.018,289.018,0,232.22,ZPR,826.266
624,6/11/2014 0:00,1113.455,1.473,296.411,17.238,DON,425.051
625,7/6/2015 0:00,0,0,0,0,KHR,102.833
626,7/23/2015 0:00,0,0,0,0,KHR,0.733
627,7/20/2015 0:00,0,0,0,0,KHR,1.417
628,8/28/2015 0:00,103.723,4.696,99.027,3586.112,KHR,1.783
629,8/15/2015 0:00,1801.713,785.82,131.964,280.687,KHR,722.367
630,9/13/2015 0:00,8.857,8.857,0,0,KHR,2.883
631,8/30/2015 0:00,266.402,266.402,0,0,KHR,43.334
632,8/16/2015 0:00,1.741,1.67,0.071,20.826,KHR,0.267
633,8/30/2015 0:00,7.821,7.821,0,0,KHR,148.317
634,8/16/2015 0:00,635.607,635.553,0.054,424.014,KHR,372.467
635,8/27/2015 0:00,179.821,134.464,45.357,1180.576,KHR,37.583
636,9/29/2015 0:00,178.572,0,178.572,9.916,KHR,5.6
637,3/19/2013 0:00,3568.157,3069.978,460.679,274.503,KHR,1484.933
638,4/3/2014 0:00,1669.097,1163.062,0,0,KHR,819.316
639,12/28/2012 0:00,59.295,0,59.295,3.292,KHM,1.517
640,4/4/2015 0:00,1070.536,0,0,0,KHR,31.683
641,3/20/2013 0:00,874.295,761.795,0,0,SUM,1042.217
642,9/26/2015 0:00,122.366,122.366,0,0,ODE,142.4
643,3/26/2015 0:00,1359.342,15.268,12.429,6.528,ODE,236.717
644,4/29/2013 0:00,91.563,12.991,69.643,63.097,ODE,60.867
645,6/16/2015 0:00,0,0,0,3157.598,KIR,0
646,12/26/2012 0:00,0.125,0.125,0,0,KIR,46.3
647,7/16/2013 0:00,1115.938,4.286,49.152,5118.681,KIR,131.55
648,2/13/2013 0:00,25,0,0,0,NIK,171.434
649,4/2/2014 0:00,1301.509,1167.188,115.572,5.616,KIR,1007.317
650,7/4/2015 0:00,36.188,36.188,0,0,NIK,6.349
651,7/8/2015 0:00,1400.312,462.509,53.875,960.019,NIK,47.6
652,4/30/2013 0:00,101.642,99.464,2.179,0.12,LVI,84.684
653,7/29/2015 0:00,177.634,177.634,0,0,NIK,105.533
654,8/22/2014 0:00,377.42,377.42,0,0,NIK,1036.883
655,9/9/2015 0:00,2875,1991.071,0,3.828,NIK,46.034
656,9/23/2015 0:00,354,353.991,0.009,0.001,NIK,48.567
657,3/20/2015 0:00,606.661,606.661,0,0,NIK,464.999
658,3/5/2015 0:00,1581.519,53.839,0,0,NIK,10.817
659,2/6/2015 0:00,1428.213,141.562,1286.651,2342.957,NIK,55
660,4/27/2015 0:00,1275.491,79.062,61.607,0,NIK,203.799
661,7/20/2015 0:00,90.795,18.027,0,1876.937,NIK,342.934
662,6/24/2015 0:00,2544.688,485.188,235.5,3192.151,NIK,758.05
663,6/27/2015 0:00,1299.179,271.25,0,0,NIK,1470.634
664,12/20/2014 0:00,78.027,78.027,0,0,NIK,10.8
665,11/12/2014 0:00,409.375,0,395.089,21.932,NIK,8.833
666,6/18/2015 0:00,161.75,161.75,0,0,ZPR,132.433
667,3/28/2015 0:00,933.839,73.116,776.214,1747.876,SUM,752.767
668,5/15/2015 0:00,48.197,0,48.197,2.676,KHR,0
669,11/25/2013 0:00,2199.12,2192.98,0,0,KHR,22.35
670,9/10/2013 0:00,0,0,0,0,KHR,23.634
671,2/4/2009 0:00,1642.982,943.107,0,0,KHR,2942.566
672,2/9/2010 0:00,274.572,274.554,0.018,0.001,KHR,473.034
673,6/10/2014 0:00,0,0,0,0,KHR,20.567
674,7/21/2014 0:00,96.947,62.125,34.821,0,PLT,112.483
675,5/5/2014 0:00,181.607,18.214,0,0,PLT,1.133
676,7/4/2014 0:00,145.197,0,145.197,7.94,ZPR,0
677,6/24/2014 0:00,314.732,308.482,0,0,ZPR,206.149
678,8/25/2014 0:00,756.098,436.116,1.232,0.068,DON,488.584
679,6/27/2009 0:00,27.589,27.589,0,0,DON,38.6
680,10/19/2014 0:00,303.839,301.161,0,0,DON,77.25
681,8/21/2009 0:00,406.75,406.75,0,0,KIR,32.234
682,2/22/2013 0:00,0,0,0,0,KIR,312.433
683,2/2/2013 0:00,117.714,117.678,0.036,0.002,KIR,48.1
684,6/30/2010 0:00,437.446,85.714,339.232,180.918,KHR,113.084
685,10/18/2014 0:00,1570.258,62.223,0,0,KHR,343
686,9/7/2015 0:00,382.125,319.625,0,0,SUM,100.516
687,12/9/2010 0:00,523.178,523.178,0,0,SUM,277.749
688,6/26/2009 0:00,2235.018,1232.286,0.553,0.03,SUM,1239.467
689,4/4/2009 0:00,299.161,299.161,0,0,CHG,12.568
690,6/14/2009 0:00,1761.919,640.705,0,0,ZKP,2193.701
691,12/29/2009 0:00,0,0,0,0,ZKP,41.35
692,5/6/2014 0:00,258.875,63.464,195.411,274.176,KIR,11.267
693,6/25/2015 0:00,68.116,68.116,0,0,IVF,7.433
694,10/4/2013 0:00,0,0,0,0,NIK,11.217
695,6/25/2015 0:00,0,0,0,0,NIK,132.316
696,8/23/2014 0:00,109.071,101.035,0,0,NIK,57.383
697,8/27/2015 0:00,794.419,681.455,112.964,6.271,NIK,91.617
698,10/23/2013 0:00,12.5,0,0,0,NIK,12.517
699,10/17/2013 0:00,1153.973,269.179,0.866,1370.749,NIK,445.5
700,3/31/2009 0:00,158.509,158.491,0.018,0.026,NIK,200.533
701,10/16/2012 0:00,472.286,284.786,0,0,NIK,33.083
702,8/25/2014 0:00,217.5,19.652,197.849,116.683,NIK,27.834
703,6/5/2015 0:00,0,0,0,0,ODE,4
704,9/18/2015 0:00,178.571,178.571,0,0,ODE,33.333
705,4/15/2013 0:00,31.786,25.848,5.938,0.329,ODE,60.234
706,10/29/2011 0:00,250.75,216.777,33.973,1.886,KIR,93.783
707,12/26/2014 0:00,0,0,0,0,KIR,52.766
708,7/1/2007 0:00,353.008,338.723,0,0,PLT,57.967
709,12/14/2009 0:00,752.294,545.089,57.205,3.177,KIR,637.567
710,2/27/2011 0:00,1271.633,884.598,0.036,0.002,ZPR,549.716
711,6/22/2015 0:00,732.143,419.643,0,0,ZPR,39.233
712,8/19/2015 0:00,240.001,25.714,207.143,0,NIK,38.467
713,6/30/2014 0:00,162.313,23.036,139.277,7.731,DON,3.283
714,9/4/2007 0:00,2868.198,1833.589,0,0,KHM,690.15
715,8/6/2015 0:00,237.919,236.875,1.045,0.058,CHG,222.9
716,7/1/2007 0:00,3205.214,3193.214,0,0,KHR,1061.25
717,4/19/2007 0:00,134.768,128.518,0,0,KHM,129.034
718,4/27/2007 0:00,364.911,358.661,0,0,KHM,219.383
719,8/2/2007 0:00,850.688,251.938,584.464,32.457,PLT,66.75
720,4/14/2014 0:00,0,0,0,0,CHG,83.917
721,7/1/2007 0:00,325.938,315.223,0,0,KHR,266.083
722,8/30/2014 0:00,235.447,216.92,6.027,0.333,NIK,409.967
723,1/13/2014 0:00,1792.411,484.375,0,0,ODE,403.3
724,2/19/2009 0:00,328.393,221.25,0,0,PLT,26.834
725,2/21/2013 0:00,122.946,122.946,0,0,ZPR,27.05
726,10/10/2007 0:00,0,0,0,0,KHR,1.267
727,3/16/2014 0:00,0.393,0.393,0,0,CHG,0.034
728,9/19/2015 0:00,178.687,58.071,120.616,6.682,CHG,33.683
729,4/11/2013 0:00,317.277,314.643,2.634,0.146,ODE,755.284
730,9/16/2007 0:00,226.947,226.947,0,0,SUM,553.984
731,6/29/2014 0:00,1026.715,926.715,0,0,KHR,856.417
732,7/1/2007 0:00,1151.635,839.205,9.527,0.526,KHR,378.383
733,7/1/2007 0:00,0,0,0,0,KHR,0.283
734,12/4/2012 0:00,4212.833,2186.653,0,0.941,ZPR,691.134
735,3/31/2015 0:00,40.714,40.714,0,0,PLT,11.433
736,5/28/2013 0:00,1207.151,155.356,325.903,3.411,DON,497.317
737,9/1/2013 0:00,0,0,0,0,CHG,25.233
738,7/19/2013 0:00,160.571,148.571,0,0,KHM,23.7
739,12/20/2010 0:00,451.071,451.071,0,0,DON,595.7
740,7/1/2007 0:00,1198.251,1198.251,0,0,KHM,609.633
741,11/16/2012 0:00,1998.098,1000.759,696.446,0.001,KHM,316.784
742,3/8/2013 0:00,18.08,18.08,0,0,ZPR,59.983
743,9/16/2015 0:00,203.456,35.536,8.991,0.495,NIK,225.633
744,8/9/2007 0:00,772.242,679.098,0,0,IVF,333.25
745,11/21/2007 0:00,1687.134,1687.134,0,0,KHR,377.95
746,11/5/2014 0:00,0,0,0,0,DON,2.667
747,5/28/2011 0:00,1264.554,688.661,569.644,2.824,ZPR,151.817
748,7/1/2007 0:00,1418.072,60.473,213.456,4512.806,LVI,455.95
749,6/27/2014 0:00,446.393,6.045,263.563,28.779,KHR,39.017
750,11/8/2014 0:00,3.964,3.964,0,0.04,KHM,0.633
751,7/3/2007 0:00,1143.911,1078.929,0,0,NIK,783.617
752,7/1/2007 0:00,2491.125,1111.661,0,0,IVF,759.917
753,7/1/2007 0:00,2413.848,1299.5,544.848,683.741,KHR,1915.184
754,7/22/2008 0:00,899.216,898.482,0.734,0.04,KHR,119.6
755,4/14/2008 0:00,0,0,0,0,KHR,87.067
756,6/20/2010 0:00,697.991,612.598,0,0,SUM,579.05
757,7/1/2007 0:00,486.312,420.741,0,0,KHR,135.617
758,6/23/2014 0:00,2938.606,1326.132,2.429,0.133,KHR,235.35
759,7/1/2007 0:00,917.429,911.179,0,0,KHR,277.617
760,11/10/2007 0:00,914.999,890.874,0.018,0.001,KHR,316.349
761,2/20/2012 0:00,0,0,0,0,KHR,4.434
762,6/30/2015 0:00,43.75,0,0,0,PLT,21.533
763,8/20/2008 0:00,1063.152,726.652,0,0,KHR,619.749
764,7/1/2007 0:00,2472.285,945.723,526.786,262.482,PLT,243.499
765,7/1/2007 0:00,25.42,25.42,0,0,KHR,4.067
766,5/11/2015 0:00,1995.553,11.134,1019.062,4841.084,DON,759.334
767,6/1/2012 0:00,83.58,83.58,0,0,PLT,31.749
768,7/1/2007 0:00,500.357,500.357,0,0,KHM,884.75
769,12/17/2013 0:00,105.875,105.875,0,0,KHM,39.566
770,7/1/2007 0:00,12.5,0,0,0,KHR,0
771,7/1/2007 0:00,1270.34,1270.268,0.072,0.004,KHR,247.45
772,9/18/2014 0:00,2186.875,1669.019,0,0,KHR,430.383
773,12/13/2014 0:00,31.795,21.429,3.223,0.178,CHG,12.1
774,10/11/2013 0:00,1110.349,802.983,0,0,PLT,366.1
775,8/29/2014 0:00,1154.474,1154.474,0,0,KHR,320.651
776,5/25/2011 0:00,3076.608,3026.465,0.143,0.008,CHG,631.251
777,7/1/2007 0:00,1259.83,1208.937,0,0,KHR,799.216
778,7/1/2007 0:00,400.401,268.285,0.161,0.009,KHR,113.967
779,7/1/2007 0:00,1095.152,19.17,0.089,88.606,KIR,851.483
780,3/5/2011 0:00,758.223,758.223,0,0,KHM,87.55
781,8/5/2008 0:00,755.277,177.902,541.661,205.628,CHG,476.183
782,7/1/2007 0:00,10127.428,9270.285,0,0,KHR,680.4
783,7/3/2008 0:00,8080.094,7470.316,137.456,0.24,KHR,1489.516
784,7/16/2008 0:00,16.071,0,0,0,IVF,47.45
785,5/31/2008 0:00,0,0,0,0,ZKP,0
786,7/1/2007 0:00,11.884,11.884,0,0,KHR,83.333
787,3/1/2010 0:00,999.946,75.161,16.857,726.856,NIK,3435.15
788,8/18/2011 0:00,853.955,675.044,6.589,0.364,PLT,342.649
789,7/1/2007 0:00,221.741,209.241,0,0,IVF,240.099
790,8/16/2012 0:00,4.018,4.018,0,0,CHG,266.2
791,5/21/2013 0:00,1215.696,910.339,0,0,IVF,198.051
792,9/1/2014 0:00,373.553,373.553,0,0,KHR,72.967
793,7/15/2015 0:00,0,0,0,0,DON,12.766
794,9/5/2008 0:00,4619.554,2557.053,776.787,0.703,DON,1026.849
795,7/7/2010 0:00,3962.581,1157.223,0,0,DON,353.634
796,7/24/2015 0:00,0.036,0,0.036,0.002,DON,29.433
797,12/9/2007 0:00,246.589,209.589,0,0,KHR,107.101
798,7/27/2011 0:00,971.946,697.401,7.58,999.835,CHG,189.383
799,9/13/2015 0:00,177.705,0,177.705,9.868,KHR,0
800,12/22/2012 0:00,2104.473,0,782.473,5695.617,CHG,52.516
801,7/1/2007 0:00,1813.061,1567.784,41.706,2.313,CHG,384.001
802,7/1/2007 0:00,398.625,398.429,0.196,0.011,PLT,70.584
803,8/2/2012 0:00,825.991,111.625,714.366,39.673,CHG,65.667
804,6/26/2013 0:00,1779.697,1689.376,84.071,7.082,ZKP,682.384
805,9/25/2014 0:00,0,0,0,0,ODE,83.716
806,7/1/2007 0:00,3496.267,300.732,0,0,IVF,644.684
807,8/12/2015 0:00,124.634,112.634,0,0,PLT,128.95
808,7/1/2007 0:00,3843.526,3656.026,0,0,SUM,837.633
809,9/9/2015 0:00,295.848,295.848,0,0,NIK,66.767
810,10/10/2007 0:00,1199.171,4.527,0,0,NIK,72.35
811,8/21/2015 0:00,3144.643,0,3144.643,14766.856,IVF,0
